# DwarfCorp profiler export
# generated_utc,2026-04-20T00:45:26.0518437Z
# frame_capture_enabled,1
# frames_in_history,600

# Metrics
name,value
GUI Mesh Size,1000
VISIBLE CHUNKS,103
Physics Objects,33
Transforms,234
COMPONENTS,2225
ENTITIES UPDATED,234
ChunkMeshGenBatchSize,1
ChunkMeshGenWorkers,15
AI Objects,22
ChunkMeshUploadsThisFrame,0
ChunkMeshUploadsPending,0
INSTANCES DRAWN,1073

# Functions (last captured frame, sorted by ticks desc)
name,calls,micros
Root,1,2978793
Render,1,2977337
GUI Mesh Gen,1,18361
Update,1,1452
Component Update,1,204
AISystem,1,170
PhysicsSystem,1,69
EnumRootLFrus,1,46
ChunkRenderer.Update,1,26
Transform Update,1,7
ChunkMeshUploadDrain,2,3

65.694,42.0,23.273
65.721,37.0,26.861
65.745,42.0,23.643
65.767,44.0,22.426
65.791,43.0,23.248
65.813,43.0,22.728
65.842,34.0,28.846
65.866,41.0,23.858
65.902,27.0,36.155
65.933,32.0,31.211
65.966,30.0,32.389
65.996,32.0,30.306
66.029,30.0,32.615
66.053,40.0,24.753
66.091,26.0,37.599
66.122,32.0,31.150
66.146,42.0,23.768
66.177,31.0,31.337
66.204,37.0,26.824
66.230,39.0,25.578
66.257,37.0,26.817
66.296,25.0,39.215
66.326,32.0,30.451
66.357,32.0,30.889
66.390,30.0,32.958
66.421,32.0,31.119
66.454,30.0,32.927
66.485,32.0,30.999
66.518,30.0,33.004
66.544,38.0,25.973
66.567,43.0,22.792
66.590,43.0,22.932
66.613,43.0,22.983
66.635,44.0,22.546
66.658,43.0,23.108
66.681,43.0,22.817
66.704,43.0,22.985
66.728,42.0,23.467
66.751,43.0,22.902
66.774,43.0,23.173
66.798,40.0,24.630
66.820,46.0,21.683
66.844,41.0,24.215
66.867,44.0,22.534
66.892,39.0,25.056
66.926,29.0,34.347
66.959,30.0,32.518
66.990,32.0,31.146
67.022,30.0,32.368
67.053,32.0,31.054
67.086,30.0,32.591
67.117,32.0,30.807
67.150,30.0,33.165
67.181,32.0,31.187
67.213,31.0,31.828
67.244,32.0,30.987
67.277,30.0,32.999
67.309,31.0,31.580
67.342,29.0,33.476
67.377,28.0,35.255
67.409,31.0,31.979
67.441,31.0,31.292
67.473,30.0,32.289
67.504,32.0,30.777
67.573,14.0,68.938
67.757,5.0,184.447
70.946,0.0,3189.392
